1 _ 1,,,,,,
時間,ストローク,試験力,ストローク,試験力,ストローク,試験力
sec,mm,kN,mm,kN,mm,kN
408.4,6.806104,3.637187,13.61227,14.02726,6.806125,7.052636
408.6,6.809437,3.634794,13.61892,14.02876,6.809458,7.051325
408.8,6.812792,3.633102,13.62548,14.02823,6.812771,7.050045
409,6.816146,3.631226,13.63225,14.03077,6.816125,7.049195
409.2,6.819458,3.628079,13.6389,14.03267,6.819479,7.048639
409.4,6.822813,3.625743,13.64552,14.03278,6.822792,7.047876
409.6,6.826125,3.623597,13.65227,14.03433,6.826146,7.046858
409.8,6.829437,3.620752,13.65894,14.0372,6.829458,7.045134
410,6.832792,3.618916,13.66554,14.03787,6.832771,7.043362
410.2,6.836146,3.616977,13.67221,14.03735,6.836104,7.042249
410.4,6.839458,3.614473,13.6789,14.04165,6.839479,7.042392
410.6,6.842813,3.611962,13.68554,14.04183,6.842813,7.041017
410.8,6.846125,3.609196,13.69221,14.04204,6.846125,7.039523
411,6.849437,3.606224,13.69892,14.04568,6.849458,7.038125
411.2,6.852771,3.604333,13.70558,14.04628,6.852771,7.036718
411.4,6.856146,3.602783,13.71221,14.04523,6.856104,7.035335
411.6,6.859458,3.600152,13.71894,14.04979,6.859458,7.03508
411.8,6.862792,3.596981,13.7256,14.04925,6.862813,7.033928
412,6.866125,3.59478,13.73219,14.04845,6.866125,7.032069
412.2,6.869437,3.591927,13.73896,14.05299,6.869458,7.031107
412.4,6.872771,3.589265,13.74558,14.05311,6.872771,7.028898
412.6,6.876125,3.587421,13.75217,14.05152,6.876104,7.026831
412.8,6.879458,3.584925,13.75896,14.0565,6.879458,7.026156
413,6.882813,3.582247,13.76558,14.05699,6.882813,7.025504
413.2,6.886125,3.579791,13.77219,14.0569,6.886125,7.023644
413.4,6.889437,3.576255,13.77894,14.05967,6.889479,7.022087
413.6,6.892771,3.573306,13.7856,14.06157,6.892792,7.020728
413.8,6.896125,3.571725,13.79219,14.06061,6.896104,7.01886
414,6.899479,3.569452,13.79892,14.06252,6.899458,7.017692
414.2,6.902792,3.566106,13.80558,14.06523,6.902812,7.017112
414.4,6.906125,3.563563,13.81217,14.06542,6.906146,7.01553
414.6,6.909458,3.560853,13.8189,14.0667,6.909479,7.014235
414.8,6.912771,3.557634,13.82556,14.06937,6.912792,7.012621
415,6.916125,3.555671,13.83221,14.07026,6.916083,7.010317
415.2,6.919479,3.553422,13.8389,14.07092,6.919437,7.009284
415.4,6.922791,3.550164,13.8456,14.07374,6.922791,7.008783
415.6,6.926125,3.547319,13.85225,14.07391,6.926125,7.007106
415.8,6.929458,3.545101,13.85888,14.07347,6.929438,7.005366
416,6.932771,3.541724,13.86558,14.07727,6.932792,7.004213
416.2,6.936104,3.539117,13.87223,14.07754,6.936104,7.002354
416.4,6.939479,3.537472,13.87883,14.0765,6.939437,7.00051
416.6,6.942791,3.53442,13.88558,14.08153,6.942812,6.999588
416.8,6.946125,3.531146,13.89225,14.08153,6.946125,6.998507
417,6.949458,3.528428,13.89888,14.08176,6.949458,6.996274
417.2,6.952771,3.525241,13.9056,14.08583,6.952812,6.994907
417.4,6.956104,3.522261,13.91227,14.08608,6.956104,6.99261
417.6,6.959458,3.520386,13.91883,14.08494,6.959416,6.990448
417.8,6.962812,3.517334,13.9256,14.08924,6.962791,6.989503
418,6.966125,3.513924,13.93223,14.08971,6.966125,6.98866
418.2,6.969458,3.511246,13.93883,14.08974,6.969458,6.986451
418.4,6.97275,3.508003,13.9456,14.09357,6.972792,6.984862
418.6,6.976083,3.504968,13.95225,14.0943,6.976104,6.983177
418.8,6.979458,3.502925,13.95883,14.0943,6.979437,6.98119
419,6.982791,3.500144,13.9656,14.09636,6.982771,6.980014
419.2,6.986125,3.496536,13.97225,14.09762,6.986146,6.978488
419.4,6.989458,3.493834,13.97888,14.09793,6.989458,6.976891
419.6,6.992771,3.490718,13.98558,14.099,6.992792,6.974912
419.8,6.996104,3.487563,13.99225,14.10147,6.996125,6.972989
420,6.999458,3.484901,13.99887,14.1014,6.999437,6.970493
420.2,7.002812,3.48285,14.00558,14.10158,7.002771,6.969237
420.4,7.006125,3.479298,14.01225,14.10509,7.006146,6.968442
420.6,7.009479,3.47596,14.0189,14.1058,7.009458,6.966265
420.8,7.012792,3.472622,14.02556,14.10621,7.012792,6.964191
421,7.016083,3.469547,14.03227,14.10947,7.016125,6.962403
421.2,7.019437,3.466614,14.0389,14.10971,7.019437,6.959955
421.4,7.022812,3.464929,14.0455,14.10816,7.022771,6.957921
421.6,7.026125,3.461568,14.05225,14.11301,7.026125,6.956744
421.8,7.029458,3.458238,14.0589,14.1129,7.029479,6.955186
422,7.032792,3.455051,14.0655,14.11252,7.032813,6.952977
422.2,7.036104,3.451649,14.07225,14.11688,7.036125,6.951038
422.4,7.039437,3.448931,14.07892,14.11695,7.039437,6.948701
422.6,7.042791,3.446166,14.0855,14.11588,7.04275,6.945992
422.8,7.046125,3.442931,14.09229,14.12054,7.046125,6.944887
423,7.049479,3.439077,14.09892,14.12024,7.049458,6.943758
423.2,7.052792,3.436089,14.10552,14.11998,7.052792,6.94108
423.4,7.056104,3.432552,14.11227,14.12228,7.056125,6.939149
423.6,7.059437,3.429429,14.11892,14.12311,7.059458,6.937257
423.8,7.062792,3.426854,14.1255,14.12226,7.062771,6.93504
424,7.066146,3.423834,14.13225,14.12515,7.066125,6.933252
424.2,7.069458,3.42017,14.1389,14.12648,7.069479,6.931337
424.4,7.072813,3.416641,14.14554,14.12769,7.072813,6.929453
424.6,7.076125,3.413399,14.15225,14.12877,7.076146,6.927554
424.8,7.079437,3.409664,14.15892,14.12978,7.079458,6.924947
425,7.082792,3.406898,14.16554,14.13086,7.082771,6.922062
425.2,7.086146,3.404498,14.17223,14.13057,7.086104,6.919646
425.4,7.089458,3.400977,14.17892,14.13435,7.089479,6.918772
425.6,7.092813,3.397489,14.18556,14.13461,7.092792,6.916904
425.8,7.096125,3.39361,14.19221,14.13452,7.096125,6.914464
426,7.099417,3.389899,14.19892,14.13852,7.099458,6.912406
426.2,7.102771,3.387443,14.20556,14.13882,7.102771,6.90999
426.4,7.106146,3.38463,14.21219,14.13813,7.106104,6.907701
426.6,7.109458,3.381356,14.21894,14.14245,7.109458,6.905858
426.8,7.112792,3.377295,14.22558,14.14237,7.112813,6.904109
427,7.116125,3.373949,14.23219,14.14164,7.116125,6.901129
427.2,7.119437,3.370357,14.23896,14.14492,7.119458,6.898983
427.4,7.122771,3.366558,14.24558,14.14556,7.122771,6.896273
427.6,7.126125,3.36376,14.25217,14.1434,7.126104,6.893667
427.8,7.129479,3.360764,14.25894,14.14802,7.129458,6.891545
428,7.132792,3.356798,14.26558,14.14809,7.132813,6.889597
428.2,7.136125,3.353294,14.27219,14.14855,7.136125,6.886753
428.4,7.139437,3.349257,14.27894,14.15091,7.139479,6.884488
428.6,7.14275,3.345426,14.2856,14.15215,7.142792,6.881746
428.8,7.146125,3.342724,14.29217,14.15152,7.146104,6.878582
429,7.149458,3.339593,14.29892,14.15401,7.149458,6.876453
429.2,7.152792,3.335627,14.30556,14.15557,7.152812,6.874768
429.4,7.156125,3.332178,14.31219,14.15566,7.156146,6.872066
429.6,7.159458,3.328602,14.31892,14.15719,7.159479,6.869578
429.8,7.16275,3.324525,14.32558,14.15952,7.162792,6.8669
430,7.166125,3.321203,14.33219,14.15982,7.166083,6.863991
430.2,7.169458,3.317976,14.33892,14.16051,7.169437,6.861647
430.4,7.172791,3.314392,14.3456,14.16324,7.172812,6.860129
430.6,7.176125,3.310792,14.35223,14.1629,7.176125,6.857618
430.8,7.179458,3.307072,14.35888,14.16249,7.179458,6.854423
431,7.182771,3.302884,14.36558,14.1662,7.182792,6.852349
431.2,7.186104,3.299538,14.37223,14.16597,7.186104,6.849734
431.4,7.189458,3.296638,14.37883,14.16421,7.189437,6.846873
431.6,7.192791,3.292108,14.3856,14.16963,7.192812,6.844982
431.8,7.196125,3.288484,14.39223,14.16939,7.196146,6.842065
432,7.199479,3.284987,14.39885,14.169,7.199479,6.839522
432.2,7.202792,3.280854,14.4056,14.17303,7.202812,6.83647
432.4,7.206104,3.276912,14.41227,14.17303,7.206104,6.833363
432.6,7.209458,3.274028,14.41881,14.17214,7.209437,6.829969
432.8,7.212791,3.270205,14.4256,14.1763,7.212791,6.827863
433,7.216125,3.266215,14.43225,14.17684,7.216146,6.825542
433.2,7.219458,3.262162,14.43883,14.17693,7.219458,6.822586
433.4,7.222771,3.257887,14.4456,14.18025,7.222792,6.81959
433.6,7.226083,3.254048,14.45227,14.18087,7.226104,6.816856
433.8,7.229458,3.251362,14.45885,14.18039,7.229416,6.813622
434,7.232812,3.24765,14.4656,14.18276,7.232791,6.810975
434.2,7.236125,3.243248,14.47225,14.18471,7.236146,6.808893
434.4,7.239458,3.23921,14.4789,14.18462,7.239458,6.805833
434.6,7.242771,3.235388,14.48558,14.18436,7.242792,6.802853
434.8,7.246104,3.231223,14.49227,14.18688,7.246125,6.799658
435,7.249458,3.227568,14.49887,14.18713,7.249437,6.796018
435.2,7.252812,3.224182,14.50558,14.18703,7.252771,6.793475
435.4,7.256125,3.219875,14.51225,14.19063,7.256146,6.79144
435.6,7.259479,3.215822,14.5189,14.1904,7.259458,6.78831
435.8,7.262792,3.211856,14.52554,14.19038,7.262813,6.784686
436,7.266083,3.207302,14.53227,14.19374,7.266125,6.781912
436.2,7.269437,3.203392,14.53892,14.19385,7.269437,6.778574
436.4,7.272812,3.200539,14.5455,14.19178,7.272771,6.774934
436.6,7.276125,3.196526,14.55225,14.19661,7.276125,6.772598
436.8,7.279458,3.192043,14.5589,14.19688,7.279458,6.770039
437,7.282792,3.188197,14.5655,14.19595,7.282792,6.76647
437.2,7.286104,3.183897,14.57225,14.19976,7.286125,6.763172
437.4,7.289417,3.179805,14.57892,14.20067,7.289437,6.759501
437.6,7.292791,3.176459,14.58552,14.1999,7.29275,6.756171
437.8,7.296125,3.172684,14.59229,14.20449,7.296125,6.753834
438,7.299458,3.167995,14.59894,14.20351,7.299479,6.751195
438.2,7.302792,3.163791,14.60552,14.20302,7.302792,6.747381
438.4,7.306104,3.159595,14.61227,14.20553,7.306125,6.743797
438.6,7.309437,3.154922,14.61892,14.20692,7.309437,6.740507
438.8,7.312792,3.152116,14.6255,14.20615,7.312771,6.737081
439,7.316146,3.14765,14.63225,14.20856,7.316125,6.734228
439.2,7.319458,3.142738,14.63888,14.21024,7.319479,6.73124
439.4,7.322813,3.138908,14.64554,14.21068,7.322792,6.727791
439.6,7.326125,3.134831,14.65227,14.21158,7.326146,6.724604
439.8,7.329437,3.129904,14.65892,14.21389,7.329458,6.720964
440,7.332792,3.12647,14.66552,14.21391,7.33275,6.716625
440.2,7.336146,3.122139,14.67221,14.21375,7.336104,6.713422
440.4,7.339458,3.117887,14.67892,14.21738,7.339479,6.711086
440.6,7.342813,3.113564,14.68554,14.21738,7.342813,6.707843
440.8,7.346125,3.109304,14.69221,14.21657,7.346125,6.704012
441,7.349437,3.104043,14.69892,14.22077,7.349458,6.70019
441.2,7.352771,3.100157,14.70556,14.22089,7.352771,6.69624
441.4,7.356125,3.09697,14.71221,14.21977,7.356104,6.692433
441.6,7.359458,3.092074,14.71896,14.22414,7.359458,6.689692
441.8,7.362792,3.087537,14.7256,14.22348,7.362792,6.68633
442,7.366125,3.083261,14.73219,14.22274,7.366125,6.682483
442.2,7.369437,3.078635,14.73894,14.22605,7.369458,6.67847
442.4,7.372771,3.074543,14.74558,14.22622,7.372771,6.674353
442.6,7.376125,3.070593,14.75219,14.225,7.376083,6.670412
442.8,7.379479,3.066095,14.75896,14.22936,7.379458,6.667463
443,7.382792,3.06139,14.76556,14.22911,7.382813,6.664308
443.2,7.386146,3.05713,14.77219,14.22938,7.386125,6.660024
443.4,7.389437,3.052147,14.77894,14.23213,7.389479,6.656106
443.6,7.39275,3.04722,14.7856,14.23313,7.392792,6.652085
443.8,7.396125,3.043811,14.79217,14.23288,7.396104,6.648088
444,7.399458,3.039622,14.79892,14.23477,7.399437,6.644591
444.2,7.402792,3.034472,14.80556,14.23669,7.402812,6.641301
444.4,7.406125,3.029799,14.81217,14.23626,7.406125,6.63747
444.6,7.409438,3.02492,14.81892,14.23778,7.409479,6.633647
444.8,7.41275,3.020461,14.82558,14.24015,7.412792,6.629547
445,7.416104,3.016384,14.83219,14.24005,7.416083,6.625175
445.2,7.419458,3.012355,14.83892,14.24026,7.419437,6.621464
445.4,7.422791,3.00707,14.8456,14.24358,7.422812,6.618611
445.6,7.426146,3.00266,14.85225,14.2431,7.426125,6.614312
445.8,7.429458,2.997867,14.85888,14.24225,7.429458,6.60975
446,7.432771,2.992829,14.8656,14.2456,7.432792,6.606174
446.2,7.436104,2.988386,14.87223,14.24557,7.436104,6.602001
446.4,7.439479,2.984571,14.87883,14.24409,7.439437,6.59798
446.6,7.442791,2.979509,14.88558,14.24895,7.442791,6.594348
446.8,7.446125,2.974558,14.89223,14.24889,7.446125,6.590144
447,7.449458,2.970258,14.89885,14.2487,7.449458,6.585121
447.2,7.452771,2.964576,14.9056,14.25182,7.452812,6.581537
447.4,7.456104,2.959855,14.91227,14.25254,7.456104,6.577142
447.6,7.459458,2.95577,14.91883,14.25134,7.459416,6.572143
447.8,7.462791,2.950994,14.92562,14.25544,7.462791,6.568933
448,7.466125,2.9459,14.93223,14.25524,7.466146,6.565587
448.2,7.469458,2.941203,14.93885,14.25534,7.469458,6.561303
448.4,7.472771,2.935545,14.9456,14.25762,7.472813,6.5564
448.6,7.476083,2.930999,14.95227,14.25819,7.476104,6.551941
448.8,7.479458,2.926882,14.95883,14.25775,7.479416,6.54765
449,7.482791,2.922193,14.9656,14.25957,7.482771,6.543914
449.2,7.486125,2.916853,14.97225,14.26044,7.486146,6.539869
449.4,7.489458,2.912156,14.97888,14.26074,7.489458,6.535292
449.6,7.492771,2.907078,14.98558,14.26144,7.492813,6.53073
449.8,7.496104,2.9018,14.99227,14.2633,7.496125,6.526534
450,7.499458,2.897215,14.99885,14.26274,7.499416,6.521368
450.2,7.502791,2.892844,15.00556,14.2629,7.502771,6.51691
450.4,7.506125,2.887519,15.01225,14.2662,7.506146,6.513683
450.6,7.509479,2.882377,15.0189,14.26678,7.509479,6.50874
450.8,7.512792,2.877212,15.02556,14.26625,7.512792,6.503725
451,7.516083,2.871823,15.03227,14.26949,7.516125,6.499664
451.2,7.519437,2.867007,15.03892,14.26999,7.519437,6.494236
451.4,7.522812,2.863161,15.04552,14.26756,7.522771,6.489754
451.6,7.526125,2.857908,15.05225,14.27211,7.526146,6.485987
451.8,7.529458,2.852631,15.0589,14.27191,7.529479,6.481163
452,7.532792,2.847457,15.0655,14.27151,7.532792,6.476498
452.2,7.536104,2.841902,15.07225,14.27503,7.536125,6.471626
452.4,7.539437,2.837141,15.07892,14.27531,7.539437,6.466532
452.6,7.542791,2.832754,15.08552,14.27387,7.54275,6.461477
452.8,7.546146,2.827263,15.09229,14.27846,7.546125,6.458148
453,7.549458,2.821938,15.09892,14.27727,7.549458,6.453776
453.2,7.552792,2.816613,15.10552,14.27708,7.552792,6.448682
453.4,7.556104,2.81086,15.11227,14.27936,7.556125,6.443699
453.6,7.559437,2.805718,15.11892,14.27999,7.559458,6.438923
453.8,7.562791,2.801673,15.1255,14.2793,7.562771,6.433948
454,7.566146,2.796276,15.13227,14.28131,7.566125,6.429569
454.2,7.569458,2.790292,15.1389,14.28264,7.569479,6.424586
454.4,7.572813,2.785341,15.14554,14.28301,7.572792,6.419794
454.6,7.576125,2.779611,15.15225,14.28386,7.576125,6.414803
454.8,7.579437,2.774294,15.15894,14.28627,7.579458,6.409621
455,7.582792,2.769256,15.16554,14.28634,7.58275,6.404034
455.2,7.586146,2.764471,15.17221,14.28507,7.586104,6.399512
455.4,7.589458,2.758868,15.17892,14.28919,7.589479,6.395873
455.6,7.592813,2.752988,15.18554,14.28933,7.592792,6.39023
455.8,7.596125,2.747496,15.19221,14.28875,7.596125,6.385501
456,7.599417,2.741758,15.19892,14.29218,7.599458,6.379938
456.2,7.602771,2.736727,15.20556,14.29247,7.602771,6.374916
456.4,7.606146,2.732221,15.21221,14.29145,7.606104,6.369289
456.6,7.609458,2.726166,15.21896,14.29582,7.609479,6.364926
456.8,7.612792,2.720396,15.2256,14.29521,7.612813,6.360157
457,7.616125,2.715071,15.23219,14.29383,7.616125,6.354769
457.2,7.619458,2.709206,15.23896,14.29656,7.619458,6.348825
457.4,7.622771,2.703595,15.2456,14.29641,7.622771,6.343246
457.6,7.626125,2.698724,15.25217,14.29507,7.626104,6.337532
457.8,7.629479,2.693407,15.25894,14.29884,7.629458,6.333526
458,7.632792,2.687049,15.26558,14.29876,7.632813,6.328639
458.2,7.636146,2.681621,15.27219,14.29941,7.636146,6.322765
458.4,7.639437,2.675851,15.27896,14.30188,7.639479,6.317647
458.6,7.64275,2.670288,15.2856,14.30331,7.642792,6.311472
458.8,7.646125,2.66486,15.29217,14.30279,7.646104,6.306076
459,7.649458,2.659893,15.29892,14.30388,7.649437,6.300823
459.2,7.652792,2.653305,15.30556,14.30558,7.652812,6.295959
459.4,7.656125,2.647853,15.31217,14.3051,7.656146,6.290579
459.6,7.659458,2.642282,15.3189,14.30657,7.659479,6.285032
459.8,7.662771,2.636035,15.32556,14.3086,7.662792,6.278944
460,7.666104,2.630727,15.33219,14.30866,7.666104,6.273127
460.2,7.669479,2.625585,15.3389,14.3084,7.669437,6.268096
460.4,7.672791,2.619584,15.3456,14.31182,7.672812,6.263836
460.6,7.676125,2.614029,15.35223,14.31156,7.676125,6.257638
460.8,7.679458,2.607878,15.3589,14.31006,7.679458,6.252106
461,7.68275,2.601401,15.36558,14.31293,7.682792,6.246456
461.2,7.686104,2.596092,15.37223,14.31388,7.686104,6.240336
461.4,7.689458,2.591681,15.37885,14.31227,7.689437,6.235067
461.6,7.692791,2.584584,15.38558,14.31666,7.692791,6.229743
461.8,7.696125,2.578219,15.39223,14.31592,7.696146,6.224624
462,7.699458,2.572791,15.39885,14.31608,7.699458,6.218163
462.2,7.702771,2.566298,15.4056,14.31983,7.702792,6.212505
462.4,7.706104,2.560258,15.41227,14.31947,7.706104,6.205972
462.6,7.709479,2.554933,15.41883,14.3183,7.709416,6.199757
462.8,7.712791,2.548917,15.42562,14.32218,7.712791,6.194981
463,7.716146,2.542965,15.43223,14.32157,7.716125,6.189887
463.2,7.719458,2.536559,15.43885,14.32126,7.719458,6.182885
463.4,7.722771,2.530098,15.4456,14.32428,7.722792,6.177076
463.6,7.726083,2.524122,15.45225,14.32471,7.726104,6.171274
463.8,7.729458,2.518868,15.45885,14.32429,7.729416,6.165067
464,7.732791,2.512781,15.4656,14.32616,7.732791,6.159544
464.2,7.736125,2.505962,15.47225,14.32711,7.736146,6.15406
464.4,7.739458,2.500335,15.47888,14.32719,7.739458,6.147727
464.6,7.742771,2.493763,15.48558,14.32733,7.742792,6.141591
464.8,7.746104,2.487652,15.49225,14.32912,7.746125,6.135734
465,7.749458,2.482057,15.49885,14.32881,7.749437,6.128891
465.2,7.752812,2.475953,15.50556,14.32866,7.752771,6.122883
465.4,7.756125,2.469317,15.51225,14.33222,7.756146,6.117853
465.6,7.759479,2.463341,15.5189,14.33205,7.759458,6.111304
465.8,7.762792,2.456943,15.52556,14.3317,7.762792,6.104978
466,7.766083,2.449981,15.53227,14.33474,7.766125,6.098334
466.2,7.769437,2.443751,15.53892,14.33465,7.769437,6.092127
466.4,7.772812,2.438887,15.54552,14.3328,7.772771,6.085857
466.6,7.776125,2.43214,15.55225,14.3374,7.776125,6.080429
466.8,7.779458,2.425472,15.55892,14.33679,7.779479,6.074055
467,7.782792,2.419472,15.56552,14.3355,7.782792,6.067562
467.2,7.786104,2.412693,15.57225,14.3392,7.786125,6.060807
467.4,7.789437,2.406597,15.57892,14.33951,7.789437,6.05402
467.6,7.792791,2.401217,15.5855,14.3381,7.79275,6.047472
467.8,7.796146,2.394732,15.59229,14.34191,7.796125,6.041932
468,7.799458,2.387945,15.59892,14.34139,7.799479,6.03594
468.2,7.802813,2.381476,15.60552,14.34065,7.802792,6.028883
468.4,7.806104,2.374331,15.61227,14.34291,7.806125,6.022326
468.6,7.809437,2.368109,15.61892,14.34372,7.809437,6.015547
468.8,7.812791,2.362092,15.62548,14.3426,7.812771,6.008768
469,7.816146,2.355997,15.63225,14.34422,7.816125,6.002919
469.2,7.819458,2.348511,15.6389,14.34579,7.819479,5.996585
469.4,7.822813,2.341859,15.64554,14.34568,7.822792,5.989933
469.6,7.826125,2.335493,15.65225,14.34634,7.826146,5.983416
469.8,7.829437,2.328523,15.65894,14.34869,7.829458,5.976542
470,7.832792,2.321792,15.66554,14.34843,7.83275,5.969039
470.2,7.836146,2.31549,15.67221,14.34787,7.836104,5.962864
470.4,7.839458,2.308639,15.67892,14.35151,7.839458,5.957389
470.6,7.842813,2.301876,15.68556,14.3515,7.842792,5.950149
470.8,7.846125,2.294962,15.69221,14.35106,7.846125,5.942869
471,7.849417,2.28765,15.69892,14.3546,7.849458,5.936471
471.2,7.852771,2.281157,15.70556,14.35485,7.852771,5.929057
471.4,7.856146,2.27561,15.71221,14.35377,7.856104,5.922508
471.6,7.859458,2.268267,15.71894,14.35805,7.859458,5.916508
471.8,7.862792,2.261146,15.7256,14.35719,7.862813,5.909379
472,7.866125,2.254422,15.73221,14.35593,7.866125,5.901996
472.2,7.869437,2.247214,15.73896,14.35874,7.869479,5.894884
472.4,7.872771,2.240125,15.74558,14.35884,7.872771,5.887707
472.6,7.876125,2.233783,15.75217,14.35707,7.876104,5.880722
472.8,7.879479,2.226774,15.75894,14.36086,7.879458,5.874348
473,7.882813,2.219383,15.76558,14.36052,7.882792,5.868038
473.2,7.886146,2.212548,15.77219,14.36027,7.886125,5.860034
473.4,7.889437,2.20472,15.77896,14.36273,7.889458,5.852977
473.6,7.89275,2.197719,15.7856,14.36284,7.892792,5.845849
473.8,7.896125,2.19125,15.79219,14.36242,7.896104,5.837997
474,7.899458,2.184701,15.79892,14.36408,7.899437,5.831615
474.2,7.902792,2.177286,15.80556,14.36566,7.902812,5.824685
474.4,7.906125,2.169887,15.81219,14.36573,7.906146,5.817048
474.6,7.909437,2.16252,15.8189,14.36645,7.909479,5.809689
474.8,7.91275,2.155693,15.82556,14.36787,7.912792,5.802091
475,7.916104,2.148342,15.83219,14.36801,7.916083,5.794302
475.2,7.919458,2.141889,15.83892,14.36818,7.919437,5.787405
475.4,7.922791,2.134379,15.84558,14.37134,7.922812,5.781221
475.6,7.926146,2.127075,15.85223,14.3711,7.926125,5.773202
475.8,7.929458,2.119835,15.85888,14.37056,7.929458,5.765486
476,7.932771,2.111721,15.8656,14.37366,7.932792,5.758047
476.2,7.936104,2.105045,15.87223,14.37259,7.936104,5.75014
476.4,7.939479,2.098441,15.87885,14.37083,7.939437,5.742939
476.6,7.942791,2.090828,15.88558,14.37544,7.942791,5.7362
476.8,7.946146,2.083389,15.89223,14.37468,7.946146,5.728459
477,7.949458,2.075911,15.89885,14.37412,7.949458,5.720218
477.2,7.952771,2.067574,15.9056,14.37789,7.952792,5.712891
477.4,7.956104,2.060525,15.91225,14.37817,7.956104,5.704546
477.6,7.959458,2.053738,15.91883,14.37678,7.959416,5.696853
477.8,7.962791,2.046323,15.92562,14.38058,7.962791,5.690249
478,7.966125,2.038304,15.93223,14.38012,7.966146,5.683088
478.2,7.969458,2.031152,15.93885,14.37999,7.969458,5.674585
478.4,7.972771,2.022958,15.9456,14.38202,7.972792,5.666717
478.6,7.976083,2.015233,15.95225,14.38286,7.976104,5.658523
478.8,7.979458,2.008422,15.95885,14.38154,7.979416,5.650648
479,7.982791,2.001309,15.9656,14.38343,7.982771,5.643121
479.2,7.986125,1.993259,15.97227,14.38449,7.986146,5.636279
479.4,7.989458,1.985502,15.97888,14.38386,7.989458,5.627513
479.6,7.992792,1.977849,15.98558,14.38366,7.992792,5.619725
479.8,7.996104,1.969862,15.99225,14.38521,7.996125,5.611602
480,7.999458,1.96236,15.99887,14.38496,7.999416,5.603695
480.2,8.002812,1.955136,16.00556,14.38469,8.00277,5.595962
480.4,8.006124,1.94672,16.01225,14.38789,8.006145,5.588698
480.6,8.00948,1.938836,16.0189,14.38793,8.009459,5.580147
480.8,8.012792,1.930952,16.02556,14.38829,8.012792,5.57166
481,8.016084,1.922854,16.03225,14.39114,8.016125,5.563704
481.2,8.019438,1.914994,16.03892,14.39048,8.019438,5.555312
481.4,8.022813,1.908215,16.0455,14.38864,8.022771,5.547086
481.6,8.026125,1.900196,16.05225,14.39261,8.026146,5.539855
481.8,8.029458,1.89178,16.0589,14.39241,8.029479,5.531597
482,8.032791,1.883713,16.0655,14.39149,8.032791,5.522633
482.2,8.036104,1.875512,16.07225,14.39454,8.036125,5.51455
482.4,8.039437,1.867565,16.07892,14.39508,8.039416,5.505411
482.6,8.042791,1.860046,16.0855,14.39342,8.04275,5.49713
482.8,8.046124,1.85171,16.09229,14.39722,8.046124,5.489906
483,8.049459,1.843214,16.09892,14.39611,8.049479,5.48199
483.2,8.052792,1.835465,16.10552,14.39528,8.052792,5.472732
483.4,8.056104,1.826882,16.11227,14.39754,8.056125,5.464236
483.6,8.059438,1.818299,16.11892,14.3984,8.059438,5.455311
483.8,8.062792,1.810606,16.1255,14.39685,8.062771,5.446776
484,8.066146,1.802937,16.13227,14.39871,8.066125,5.438987
484.2,8.069458,1.793575,16.1389,14.39982,8.069479,5.430778
484.4,8.072812,1.785437,16.14552,14.39996,8.072812,5.421623
484.6,8.076125,1.777252,16.15225,14.40059,8.076146,5.413476
484.8,8.079437,1.768462,16.15892,14.40232,8.079458,5.404337
485,8.082791,1.76034,16.16554,14.40183,8.08275,5.395237
485.2,8.086145,1.752615,16.17221,14.40167,8.086104,5.386647
485.4,8.089458,1.743555,16.17892,14.40461,8.089479,5.379057
485.6,8.092792,1.73502,16.18554,14.4045,8.092792,5.369886
485.8,8.096125,1.725992,16.19221,14.40394,8.096125,5.360754
486,8.099417,1.717369,16.19892,14.40735,8.099459,5.351416
486.2,8.102771,1.708841,16.20558,14.40649,8.102771,5.342579
486.4,8.106146,1.701371,16.21221,14.4057,8.106104,5.333527
486.6,8.109458,1.692232,16.21894,14.40965,8.109458,5.325428
486.8,8.112792,1.682917,16.22558,14.40847,8.112792,5.316305
487,8.116125,1.674795,16.23219,14.407,8.116125,5.306872
487.2,8.119437,1.665688,16.23894,14.4107,8.119458,5.298138
487.4,8.12277,1.656524,16.24558,14.41019,8.12277,5.288291
487.6,8.126125,1.648641,16.25217,14.4081,8.126083,5.279191
487.8,8.129458,1.639446,16.25894,14.41203,8.129458,5.270696
488,8.132792,1.63033,16.26558,14.41193,8.132813,5.26216
488.2,8.136125,1.621135,16.27219,14.41099,8.136146,5.252083
488.4,8.139438,1.611964,16.27894,14.41305,8.139479,5.242586
488.6,8.14275,1.602753,16.2856,14.4138,8.142792,5.233169
488.8,8.146125,1.594559,16.29219,14.41279,8.146104,5.22333
489,8.149479,1.585706,16.29894,14.4146,8.149458,5.214318
489.2,8.152792,1.575907,16.30558,14.41536,8.152812,5.205806
489.4,8.156125,1.566935,16.31219,14.4153,8.156125,5.195864
489.6,8.159437,1.557565,16.3189,14.41569,8.159458,5.186224
489.8,8.16275,1.548139,16.32558,14.41786,8.162791,5.176457
490,8.166104,1.539524,16.33221,14.41771,8.166083,5.166817
490.2,8.169458,1.530496,16.3389,14.41739,8.169437,5.157606
490.4,8.172791,1.520848,16.3456,14.42066,8.172812,5.148498
490.6,8.176125,1.511383,16.35223,14.41994,8.176125,5.138437
490.8,8.179459,1.501592,16.3589,14.41855,8.179459,5.12859
491,8.18275,1.491944,16.36558,14.42178,8.182792,5.11903
