1 _ 1,,,,,,
時間,ストローク,試験力,ストローク,試験力,ストローク,試験力
sec,mm,kN,mm,kN,mm,kN
242.8,4.046146,4.093464,8.092292,12.11611,4.046125,6.664077
243,4.049479,4.092725,8.098917,12.11867,4.049479,6.666025
243.2,4.052792,4.093003,8.105521,12.12091,4.052792,6.667455
243.4,4.056104,4.092947,8.11225,12.12579,4.056125,6.668345
243.6,4.059437,4.092693,8.118917,12.12945,4.059437,6.669561
243.8,4.062792,4.093679,8.1255,12.13126,4.062771,6.670817
244,4.066146,4.093846,8.132271,12.13613,4.066125,6.67278
244.2,4.069479,4.093536,8.138896,12.14008,4.069479,6.674465
244.4,4.072813,4.093647,8.145541,12.14298,4.072792,6.6758
244.6,4.076125,4.093623,8.15225,12.14633,4.076146,6.67754
244.8,4.079437,4.093281,8.158937,12.15106,4.079458,6.678709
245,4.082792,4.093536,8.165542,12.15319,4.082771,6.679209
245.2,4.086146,4.094537,8.172208,12.15565,4.086104,6.680894
245.4,4.089458,4.094569,8.178917,12.16191,4.089458,6.682968
245.6,4.092813,4.094187,8.185541,12.16472,4.092792,6.684597
245.8,4.096125,4.093623,8.192208,12.16702,4.096125,6.685495
246,4.099417,4.093703,8.198916,12.17349,4.099458,6.687275
246.2,4.102771,4.09383,8.205563,12.17633,4.102771,6.68838
246.4,4.106146,4.093973,8.212208,12.17733,4.106104,6.689867
246.6,4.109458,4.094124,8.218958,12.18516,4.109458,6.692266
246.8,4.112792,4.094203,8.225583,12.18726,4.112792,6.694087
247,4.116125,4.094283,8.232187,12.18822,4.116125,6.694993
247.2,4.119437,4.094394,8.238958,12.19455,4.119458,6.696757
247.4,4.122771,4.094521,8.245605,12.19699,4.122771,6.697377
247.6,4.126125,4.09468,8.252167,12.19785,4.126104,6.698728
247.8,4.129479,4.094807,8.258938,12.20478,4.129479,6.700245
248,4.132792,4.094903,8.265583,12.20698,4.132813,6.702916
248.2,4.136125,4.094974,8.272187,12.21001,4.136125,6.703337
248.4,4.139438,4.095038,8.278937,12.21492,4.139479,6.704918
248.6,4.14275,4.095149,8.285604,12.21853,4.142792,6.705721
248.8,4.146125,4.09526,8.292167,12.22007,4.146104,6.706532
249,4.149458,4.095364,8.298917,12.22486,4.149458,6.707922
249.2,4.152792,4.095443,8.305562,12.22893,4.152812,6.709774
249.4,4.156125,4.095483,8.312187,12.2315,4.156146,6.710855
249.6,4.159458,4.095546,8.318916,12.23533,4.159479,6.71219
249.8,4.162771,4.095634,8.325583,12.24006,4.162792,6.713065
250,4.166104,4.095753,8.332188,12.24283,4.166104,6.713907
250.2,4.169479,4.095888,8.338917,12.24507,4.169437,6.715576
250.4,4.172791,4.095992,8.345583,12.25044,4.172812,6.717984
250.6,4.176125,4.096063,8.352229,12.2531,4.176125,6.7192
250.8,4.179458,4.096095,8.358875,12.25497,4.179458,6.720018
251,4.182771,4.096159,8.365604,12.26099,4.182792,6.722228
251.2,4.186104,4.096238,8.372229,12.26287,4.186104,6.723046
251.4,4.189479,4.096341,8.378833,12.26394,4.189437,6.723825
251.6,4.192791,4.096437,8.385583,12.27098,4.192812,6.726217
251.8,4.196125,4.096508,8.392229,12.27279,4.196146,6.728021
252,4.199458,4.096588,8.398854,12.27514,4.199458,6.72907
252.2,4.202771,4.096651,8.405604,12.28143,4.202813,6.730151
252.4,4.206104,4.09677,8.41225,12.28411,4.206125,6.730851
252.6,4.209458,4.096881,8.418833,12.28496,4.209416,6.731534
252.8,4.212812,4.096969,8.425604,12.2923,4.212791,6.7336
253,4.216125,4.097017,8.432229,12.29427,4.216146,6.735889
253.2,4.219458,4.097033,8.438854,12.29647,4.219458,6.736549
253.4,4.222771,4.09708,8.445604,12.30201,4.222792,6.737741
253.6,4.226083,4.097128,8.45225,12.30491,4.226104,6.738774
253.8,4.229458,4.097199,8.458854,12.30685,4.229417,6.739759
254,4.232791,4.097271,8.465604,12.31163,4.232771,6.741611
254.2,4.236125,4.097279,8.47225,12.31468,4.236125,6.74367
254.4,4.239458,4.097279,8.478875,12.31717,4.239458,6.744822
254.6,4.242792,4.097279,8.485583,12.32033,4.242792,6.74572
254.8,4.246104,4.097319,8.49227,12.32508,4.246125,6.747103
255,4.249458,4.097406,8.498875,12.32691,4.249437,6.747969
255.2,4.252812,4.097509,8.505542,12.32904,4.252771,6.749066
255.4,4.256125,4.097581,8.51225,12.33566,4.256146,6.751442
255.6,4.259479,4.097605,8.518896,12.33867,4.259479,6.752101
255.8,4.262792,4.097629,8.525562,12.34071,4.262813,6.753286
256,4.266104,4.097652,8.532249,12.34699,4.266125,6.755074
256.2,4.269437,4.0977,8.538896,12.34931,4.269437,6.755797
256.4,4.272812,4.097748,8.5455,12.34968,4.272771,6.756655
256.6,4.276125,4.097795,8.55225,12.35732,4.276125,6.758507
256.8,4.279459,4.09778,8.558896,12.35931,4.279459,6.760359
257,4.282792,4.09774,8.5655,12.36084,4.282792,6.760947
257.2,4.286104,4.097732,8.57227,12.36721,4.286125,6.762457
257.4,4.289437,4.097748,8.578917,12.36976,4.289437,6.762775
257.6,4.292792,4.097819,8.5855,12.37055,4.29275,6.763879
257.8,4.296125,4.097899,8.592271,12.37636,4.296125,6.765628
258,4.299459,4.097954,8.598917,12.37818,4.299479,6.767861
258.2,4.302792,4.09801,8.605521,12.38008,4.302792,6.768695
258.4,4.306104,4.098058,8.61227,12.38483,4.306125,6.76988
258.6,4.309417,4.098153,8.618937,12.38794,4.309458,6.770674
258.8,4.312812,4.098257,8.6255,12.38938,4.31275,6.772065
259,4.316146,4.098336,8.632271,12.39395,4.316125,6.773456
259.2,4.319458,4.0984,8.638896,12.39781,4.319479,6.774839
259.4,4.322813,4.098423,8.645541,12.40035,4.322792,6.776062
259.6,4.326125,4.098455,8.65225,12.40377,4.326146,6.777215
259.8,4.329437,4.098495,8.658916,12.40872,4.329458,6.778789
260,4.332792,4.098567,8.665542,12.4108,4.33275,6.778884
260.2,4.336146,4.09863,8.672229,12.41264,4.336104,6.780132
260.4,4.339458,4.09867,8.678917,12.41846,4.339479,6.782603
260.6,4.342813,4.09867,8.685541,12.42069,4.342792,6.783962
260.8,4.346125,4.09863,8.692208,12.42223,4.346125,6.784646
261,4.349417,4.098622,8.698916,12.42841,4.349458,6.785997
261.2,4.352771,4.09863,8.705584,12.43064,4.352771,6.786537
261.4,4.356146,4.098606,8.712208,12.43118,4.356083,6.787547
261.6,4.359458,4.098598,8.718938,12.43804,4.359458,6.789986
261.8,4.362792,4.098543,8.725604,12.43962,4.362792,6.79129
262,4.366125,4.098511,8.732208,12.44066,4.366125,6.792291
262.2,4.369437,4.098487,8.738958,12.44699,4.369458,6.793396
262.4,4.372771,4.098535,8.745605,12.44963,4.372771,6.79392
262.6,4.376125,4.098598,8.752167,12.45037,4.376104,6.795088
262.8,4.379479,4.098654,8.758938,12.45708,4.379458,6.797004
263,4.382813,4.09867,8.765583,12.4592,4.382813,6.798816
263.2,4.386146,4.09867,8.772187,12.46153,4.386125,6.79934
263.4,4.389438,4.098686,8.778937,12.46668,4.389479,6.800254
263.6,4.39275,4.098693,8.785583,12.46924,4.392792,6.801502
263.8,4.396125,4.098733,8.792188,12.47119,4.396104,6.801971
264,4.399479,4.098733,8.798917,12.4752,4.399458,6.80329
264.2,4.402792,4.098662,8.805562,12.47915,4.402812,6.804863
264.4,4.406125,4.098558,8.812187,12.48146,4.406125,6.805849
264.6,4.409438,4.098463,8.818895,12.48452,4.409479,6.807486
264.8,4.41275,4.098423,8.825562,12.48908,4.412771,6.808058
265,4.416104,4.098455,8.832188,12.49129,4.416104,6.808647
265.2,4.419479,4.098463,8.838917,12.49394,4.419437,6.810021
265.4,4.422791,4.098455,8.845604,12.49947,4.422812,6.812223
265.6,4.426125,4.098423,8.852229,12.50145,4.426125,6.813248
265.8,4.429458,4.098383,8.858875,12.50267,4.429458,6.814059
266,4.432771,4.098368,8.865604,12.50858,4.432792,6.815497
266.2,4.436104,4.098383,8.872229,12.51045,4.436104,6.816451
266.4,4.439479,4.098455,8.878833,12.51124,4.439437,6.817325
266.6,4.442812,4.098511,8.885583,12.51802,4.442791,6.818994
266.8,4.446125,4.098526,8.89225,12.51966,4.446125,6.82044
267,4.449458,4.09855,8.898854,12.52183,4.449479,6.82137
267.2,4.452771,4.09859,8.905583,12.52809,4.452792,6.822705
267.4,4.456104,4.098654,8.91225,12.53034,4.456104,6.82323
267.6,4.459479,4.098733,8.918833,12.5309,4.459416,6.823619
267.8,4.462791,4.098773,8.925604,12.53799,4.462791,6.825129
268,4.466125,4.098781,8.932229,12.53928,4.466146,6.827188
268.2,4.469458,4.098741,8.938854,12.54226,4.469458,6.827664
268.4,4.472771,4.09867,8.945604,12.5468,4.472792,6.829008
268.6,4.476083,4.098638,8.95225,12.54963,4.476104,6.830064
268.8,4.479458,4.09863,8.958854,12.55105,4.479437,6.83043
269,4.482791,4.09859,8.965604,12.55569,4.482771,6.83194
269.2,4.486125,4.098526,8.97225,12.55891,4.486146,6.833601
269.4,4.489458,4.098447,8.978875,12.56114,4.489458,6.834531
269.6,4.492792,4.098376,8.985604,12.56325,4.492792,6.835429
269.8,4.496104,4.098328,8.992249,12.56768,4.496125,6.836812
270,4.499458,4.098344,8.998875,12.56996,4.499417,6.837042
270.2,4.502812,4.098368,9.005563,12.57227,4.502771,6.838187
270.4,4.506125,4.098328,9.012229,12.57761,4.506146,6.840316
270.6,4.509479,4.098264,9.018896,12.58013,4.509479,6.84127
270.8,4.512792,4.098177,9.025562,12.5821,4.512792,6.842001
271,4.516083,4.098121,9.03227,12.5878,4.516146,6.843662
271.2,4.519437,4.098058,9.038917,12.58945,4.519437,6.843742
271.4,4.522791,4.098026,9.0455,12.58973,4.522771,6.844465
271.6,4.526125,4.097978,9.052271,12.59677,4.526125,6.846237
271.8,4.529459,4.097883,9.058896,12.5976,4.529479,6.847429
272,4.532792,4.09778,9.0655,12.59935,4.532792,6.848621
272.2,4.536104,4.0977,9.07225,12.60506,4.536146,6.849638
272.4,4.539437,4.097668,9.078896,12.60722,4.539417,6.850036
272.6,4.542792,4.097652,9.0855,12.60815,4.54275,6.850632
272.8,4.546146,4.097613,9.092292,12.61495,4.546125,6.852619
273,4.549459,4.097549,9.098917,12.61628,4.549479,6.854272
273.2,4.552792,4.097462,9.105521,12.61828,4.552792,6.854749
273.4,4.556104,4.097366,9.11227,12.6231,4.556125,6.855806
273.6,4.559437,4.097303,9.118917,12.62552,4.559437,6.856855
273.8,4.562792,4.097279,9.1255,12.62685,4.562771,6.857729
274,4.566146,4.097239,9.132271,12.63076,4.566125,6.859318
274.2,4.569458,4.097167,9.138917,12.63422,4.569479,6.860503
274.4,4.572813,4.097064,9.145541,12.63621,4.572792,6.861083
274.6,4.576125,4.096953,9.15225,12.64005,4.576125,6.862625
274.8,4.579437,4.09685,9.158937,12.64358,4.579458,6.863125
275,4.582792,4.096755,9.165542,12.64579,4.58275,6.863721
275.2,4.586146,4.096691,9.172208,12.64668,4.586104,6.8652
275.4,4.589458,4.096603,9.178917,12.6531,4.589479,6.866884
275.6,4.592813,4.096516,9.185541,12.65502,4.592792,6.868044
275.8,4.596125,4.096413,9.192208,12.65655,4.596125,6.868776
276,4.599417,4.096341,9.198916,12.66241,4.599458,6.870262
276.2,4.602771,4.096302,9.205563,12.66448,4.602771,6.870929
276.4,4.606146,4.096278,9.212208,12.6653,4.606104,6.871939
276.6,4.609458,4.096262,9.218958,12.67204,4.609458,6.873973
276.8,4.612792,4.096166,9.225583,12.67353,4.612792,6.875578
277,4.616125,4.096079,9.232187,12.67378,4.616125,6.876675
277.2,4.619458,4.095992,9.238958,12.67991,4.619458,6.877422
277.4,4.622771,4.095936,9.245605,12.68163,4.622771,6.878273
277.6,4.626146,4.095888,9.252167,12.68237,4.626083,6.878773
277.8,4.629479,4.09588,9.258938,12.68864,4.629458,6.880609
278,4.632792,4.095832,9.265583,12.69046,4.632813,6.882175
278.2,4.636125,4.095769,9.272187,12.69258,4.636125,6.882882
278.4,4.639438,4.095697,9.278937,12.69724,4.639479,6.883605
278.6,4.64275,4.095634,9.285604,12.70002,4.642792,6.884416
278.8,4.646125,4.095562,9.292188,12.70145,4.646104,6.884869
279,4.649458,4.095475,9.298917,12.70539,4.649458,6.886005
279.2,4.652792,4.09534,9.305562,12.70896,4.652812,6.887206
279.4,4.656125,4.095181,9.312187,12.71052,4.656125,6.887984
279.6,4.659438,4.09503,9.318895,12.71356,4.659479,6.889009
279.8,4.66275,4.094911,9.325583,12.71817,4.662792,6.889542
280,4.666104,4.094831,9.332188,12.71964,4.666083,6.889907
280.2,4.669479,4.094768,9.338896,12.72171,4.669437,6.890988
280.4,4.672791,4.094664,9.345583,12.72735,4.672812,6.892705
280.6,4.676125,4.094545,9.35225,12.72887,4.676125,6.893969
280.8,4.679458,4.094402,9.358875,12.73042,4.679458,6.894517
281,4.68275,4.094275,9.365583,12.73508,4.682792,6.89536
281.2,4.686104,4.09418,9.372229,12.73741,4.686104,6.895956
281.4,4.689479,4.094084,9.378854,12.73745,4.689437,6.896806
281.6,4.692791,4.093989,9.385583,12.74455,4.692812,6.89884
281.8,4.696125,4.093846,9.392229,12.74614,4.696146,6.899476
282,4.699458,4.093671,9.398854,12.74779,4.699458,6.900104
282.2,4.702771,4.093544,9.405604,12.7532,4.702792,6.900827
282.4,4.706104,4.093409,9.412271,12.75563,4.706104,6.901336
282.6,4.709458,4.093313,9.418833,12.75605,4.709437,6.90186
282.8,4.712791,4.09321,9.425604,12.7626,4.712791,6.903473
283,4.716125,4.093091,9.43225,12.76371,4.716146,6.905111
283.2,4.719458,4.092947,9.438854,12.76559,4.719458,6.905707
283.4,4.722771,4.092773,9.445604,12.77031,4.722792,6.906581
283.6,4.726083,4.092654,9.45225,12.77285,4.726104,6.907058
283.8,4.729458,4.09255,9.458854,12.77448,4.729417,6.907829
284,4.732791,4.092423,9.465604,12.77839,4.732791,6.908902
284.2,4.736104,4.092296,9.47225,12.78158,4.736146,6.910697
284.4,4.739458,4.092105,9.478875,12.7835,4.739458,6.911564
284.6,4.742792,4.091938,9.485583,12.78586,4.742792,6.912231
284.8,4.746104,4.091779,9.49227,12.78989,4.746104,6.91305
285,4.749458,4.091668,9.498875,12.79179,4.749437,6.913161
285.2,4.752812,4.091557,9.505563,12.79324,4.752771,6.914496
285.4,4.756125,4.091445,9.51225,12.79887,4.756146,6.916968
285.6,4.759479,4.091302,9.518896,12.80092,4.759479,6.917596
285.8,4.762792,4.091159,9.525562,12.80231,4.762813,6.917795
286,4.766104,4.091024,9.53227,12.80779,4.766125,6.918732
286.2,4.769437,4.090881,9.538896,12.80982,4.769437,6.919233
286.4,4.772791,4.090762,9.545521,12.80967,4.772771,6.920314
286.6,4.776125,4.090611,9.55225,12.81598,4.776125,6.921808
286.8,4.779458,4.09042,9.558896,12.81772,4.779479,6.922921
287,4.782792,4.090214,9.5655,12.81895,4.782792,6.923977
287.2,4.786104,4.090023,9.57227,12.82417,4.786125,6.924184
287.4,4.789437,4.089896,9.578917,12.82647,4.789437,6.925058
287.6,4.792792,4.089793,9.5855,12.82677,4.79275,6.925416
287.8,4.796125,4.089681,9.592292,12.83298,4.796125,6.926743
288,4.799459,4.089578,9.598917,12.83429,4.799459,6.928635
288.2,4.802792,4.089443,9.605521,12.8363,4.802792,6.928992
288.4,4.806104,4.089332,9.61225,12.84022,4.806125,6.929954
288.6,4.809437,4.089228,9.618917,12.84329,4.809437,6.93055
288.8,4.812812,4.089149,9.6255,12.84346,4.812771,6.93109
289,4.816146,4.089037,9.63225,12.84785,4.816125,6.932505
289.2,4.819458,4.088887,9.638896,12.85037,4.819458,6.933904
289.4,4.822813,4.088704,9.645521,12.85287,4.822792,6.934619
289.6,4.826125,4.088537,9.65225,12.85534,4.826125,6.935462
289.8,4.829437,4.088386,9.658916,12.85904,4.829458,6.936184
290,4.832792,4.088274,9.665542,12.86059,4.83275,6.936296
290.2,4.836146,4.088148,9.672208,12.86177,4.836104,6.937178
290.4,4.839479,4.088012,9.678896,12.86728,4.839479,6.939355
290.6,4.842792,4.08783,9.685541,12.86976,4.842792,6.940309
290.8,4.846125,4.087655,9.692208,12.87101,4.846125,6.94116
291,4.849417,4.08748,9.698916,12.87626,4.849458,6.941835
291.2,4.852771,4.087329,9.705563,12.87844,4.852771,6.942376
291.4,4.856146,4.087178,9.712188,12.87881,4.856104,6.943019
291.6,4.859458,4.086987,9.718937,12.88531,4.859458,6.944489
291.8,4.862792,4.086772,9.725583,12.88603,4.862813,6.94627
292,4.866125,4.08655,9.732208,12.88729,4.866125,6.946603
292.2,4.869437,4.086367,9.738937,12.89246,4.869458,6.947454
292.4,4.872771,4.086248,9.745605,12.89364,4.872771,6.94778
292.6,4.876125,4.086145,9.752167,12.89396,4.876083,6.948105
292.8,4.879479,4.086065,9.758938,12.90034,4.879458,6.949941
293,4.882792,4.085938,9.765583,12.90162,4.882813,6.951308
293.2,4.886146,4.085795,9.772208,12.90312,4.886125,6.951737
293.4,4.889438,4.085612,9.778937,12.90806,4.889479,6.952524
293.6,4.89275,4.085469,9.785604,12.91029,4.892792,6.953534
293.8,4.896125,4.08531,9.792188,12.91157,4.896104,6.953534
294,4.899458,4.085151,9.798917,12.91467,4.899458,6.954829
294.2,4.902792,4.084937,9.805562,12.91844,4.902812,6.956259
294.4,4.906125,4.084698,9.812187,12.92041,4.906146,6.956728
294.6,4.909438,4.084468,9.818916,12.9234,4.909479,6.957523
294.8,4.91275,4.084261,9.825583,12.92735,4.912792,6.958374
295,4.916104,4.08411,9.832188,12.92905,4.916083,6.95831
295.2,4.919479,4.083959,9.838896,12.93068,4.919437,6.959025
295.4,4.922791,4.0838,9.845583,12.93557,4.922812,6.960782
295.6,4.926125,4.083594,9.852229,12.93812,4.926125,6.961354
295.8,4.929458,4.083387,9.858875,12.93854,4.929458,6.962005
296,4.932771,4.083196,9.865604,12.9439,4.932792,6.963142
296.2,4.936104,4.083014,9.872229,12.94526,4.936104,6.963706
296.4,4.939479,4.082855,9.878854,12.94545,4.939437,6.964334
296.6,4.942791,4.082664,9.885583,12.95226,4.942791,6.965765
296.8,4.946125,4.082441,9.892229,12.95299,4.946146,6.966662
297,4.949458,4.082211,9.898854,12.95439,4.949479,6.9671
297.2,4.952771,4.081988,9.905604,12.95963,4.952792,6.967839
297.4,4.956104,4.081813,9.91225,12.9614,4.956104,6.968173
297.6,4.959458,4.081639,9.918813,12.96136,4.959416,6.968427
297.8,4.962791,4.081472,9.925604,12.96762,4.962771,6.969722
298,4.966146,4.081273,9.932229,12.9692,4.966146,6.971423
298.2,4.969458,4.081059,9.938854,12.97056,4.969458,6.97194
298.4,4.97275,4.080852,9.945604,12.9753,4.972792,6.972519
298.6,4.976083,4.080653,9.95225,12.97744,4.976104,6.973108
298.8,4.979458,4.080478,9.958854,12.97884,4.979417,6.973577
299,4.982791,4.08028,9.965625,12.98302,4.982771,6.974784
299.2,4.986125,4.080049,9.97225,12.98548,4.986125,6.97616
299.4,4.989458,4.079779,9.978875,12.98701,4.989458,6.976819
299.6,4.992792,4.079517,9.985583,12.98904,4.992792,6.977574
299.8,4.996104,4.07927,9.99227,12.99347,4.996125,6.978265
300,4.999458,4.079072,9.998875,12.99479,4.999437,6.978218
300.2,5.002812,4.078881,10.00556,12.99626,5.002771,6.979036
300.4,5.006125,4.07869,10.01225,13.00106,5.006146,6.980697
300.6,5.009458,4.078444,10.0189,13.003,5.009479,6.98146
300.8,5.012792,4.078197,10.02556,13.0042,5.012813,6.981985
301,5.016083,4.077951,10.03227,13.0095,5.016125,6.982803
301.2,5.019437,4.076091,10.0389,13.01103,5.019437,6.983066
301.4,5.022812,4.076799,10.0455,13.01091,5.022771,6.983741
301.6,5.026125,4.076473,10.05225,13.01721,5.026146,6.984695
301.8,5.029458,4.075559,10.0589,13.01815,5.029479,6.986181
302,5.032792,4.075678,10.0655,13.01843,5.032813,6.986372
302.2,5.036104,4.07536,10.07227,13.02111,5.036125,6.986976
302.4,5.039437,4.07509,10.07892,13.0246,5.039437,6.986991
302.6,5.042792,4.075424,10.0855,13.02571,5.04275,6.987643
302.8,5.046125,4.075432,10.09229,13.03174,5.046125,6.989495
303,5.049459,4.074764,10.09892,13.0332,5.049479,6.990751
303.2,5.052792,4.074597,10.10552,13.03415,5.052792,6.991124
303.4,5.056125,4.073986,10.11225,13.0385,5.056125,6.991299
303.6,5.059417,4.07358,10.11892,13.04133,5.059437,6.992316
303.8,5.062792,4.073962,10.1255,13.04195,5.062771,6.992587
304,5.066146,4.073802,10.13227,13.04567,5.066104,6.993731
304.2,5.069458,4.073199,10.1389,13.04867,5.069479,6.994947
304.4,5.072792,4.073056,10.14552,13.04978,5.072813,6.995408
304.6,5.076125,4.072682,10.15225,13.05282,5.076146,6.995813
304.8,5.079437,4.072078,10.15892,13.0559,5.079458,6.996886
305,5.082792,4.072086,10.16554,13.05775,5.08275,6.996727
305.2,5.086146,4.07246,10.17223,13.05862,5.086104,6.99757
305.4,5.089458,4.072229,10.17892,13.06428,5.089479,6.999278
305.6,5.092813,4.071617,10.18554,13.06555,5.092792,7.000144
305.8,5.096125,4.071339,10.19221,13.06681,5.096125,7.000224
306,5.099437,4.069972,10.19892,13.07208,5.099458,7.001194
306.2,5.102771,4.07021,10.20558,13.07346,5.102771,7.001901
306.4,5.106146,4.071125,10.21219,13.07359,5.106104,7.002243
306.6,5.109458,4.070179,10.21896,13.08022,5.109458,7.003745
306.8,5.112792,4.069599,10.2256,13.0807,5.112813,7.004857
307,5.116125,4.070004,10.23219,13.08032,5.116125,7.004905
307.2,5.119437,4.068883,10.23896,13.08528,5.119458,7.006017
307.4,5.122792,4.069066,10.24558,13.08693,5.122771,7.00624
307.6,5.126146,4.069511,10.25217,13.08748,5.126104,7.006653
307.8,5.129479,4.068891,10.25894,13.09377,5.129458,7.007805
308,5.132792,4.0687,10.26558,13.0952,5.132813,7.009315
308.2,5.136125,4.067898,10.27219,13.09691,5.136125,7.009617
308.4,5.139438,4.067341,10.27894,13.10138,5.139479,7.009999
308.6,5.14275,4.067278,10.28558,13.10409,5.142792,7.010388
308.8,5.146125,4.067381,10.29217,13.10449,5.146104,7.010388
309,5.149479,4.067453,10.29892,13.10834,5.149458,7.011271
309.2,5.152792,4.066873,10.30556,13.11092,5.152812,7.012621
309.4,5.156125,4.066253,10.31217,13.11214,5.156146,7.013258
309.6,5.159438,4.06576,10.3189,13.11511,5.159479,7.013639
309.8,5.16275,4.06518,10.32556,13.11895,5.162792,7.01379
310,5.166125,4.065331,10.33221,13.12027,5.166104,7.013631
310.2,5.169479,4.065498,10.33892,13.12204,5.169437,7.014728
310.4,5.172812,4.064473,10.3456,13.12723,5.172812,7.01681
310.6,5.176125,4.06495,10.35223,13.12811,5.176125,7.017144
310.8,5.179458,4.064003,10.3589,13.12823,5.179458,7.017708
311,5.182771,4.0634,10.3656,13.13348,5.182792,7.018232
311.2,5.186104,4.063447,10.37223,13.13429,5.186104,7.018813
311.4,5.189479,4.064155,10.37883,13.13363,5.189437,7.019329
311.6,5.192812,4.063495,10.3856,13.14035,5.192791,7.021085
311.8,5.196125,4.062867,10.39225,13.1421,5.196125,7.021944
312,5.199479,4.062494,10.39885,13.14298,5.199458,7.022198
312.2,5.202792,4.061667,10.40558,13.14816,5.202813,7.023247
312.4,5.206104,4.061675,10.41227,13.14991,5.206104,7.023128
312.6,5.209458,4.061945,10.41881,13.14948,5.209416,7.02308
312.8,5.212791,4.061619,10.4256,13.1554,5.212791,7.024137
313,5.216125,4.06123,10.43223,13.15654,5.216125,7.025743
313.2,5.219458,4.060793,10.43885,13.1579,5.219458,7.025877
313.4,5.222771,4.060157,10.44558,13.16247,5.222792,7.026927
313.6,5.226083,4.059497,10.45225,13.16467,5.226104,7.027483
313.8,5.229458,4.060133,10.45883,13.16529,5.229417,7.027268
314,5.232812,4.060277,10.4656,13.16906,5.232771,7.028413
314.2,5.236125,4.059124,10.47225,13.17179,5.236146,7.029668
314.4,5.239458,4.058973,10.4789,13.17353,5.239458,7.030042
314.6,5.242792,4.058576,10.48558,13.17483,5.242792,7.030559
314.8,5.246104,4.057932,10.49225,13.17863,5.246125,7.031131
315,5.249458,4.058067,10.49887,13.17999,5.249437,7.031345
315.2,5.252812,4.058067,10.50556,13.18107,5.252771,7.032275
315.4,5.256125,4.057606,10.51225,13.18583,5.256146,7.033595
315.6,5.259479,4.057225,10.5189,13.18738,5.259479,7.034334
315.8,5.262792,4.056525,10.52556,13.18863,5.262792,7.03458
316,5.266083,4.055707,10.53227,13.1941,5.266125,7.035136
316.2,5.269437,4.055786,10.5389,13.19502,5.269437,7.035128
316.4,5.272791,4.056406,10.5455,13.19404,5.272771,7.035573
316.6,5.276125,4.055945,10.55225,13.2006,5.276125,7.036734
316.8,5.279458,4.055452,10.5589,13.20173,5.279479,7.037798
317,5.282792,4.055397,10.5655,13.20258,5.282792,7.038045
317.2,5.286104,4.054514,10.57225,13.20759,5.286125,7.038935
317.4,5.289417,4.054006,10.57892,13.20906,5.289437,7.038943
317.6,5.292792,4.054657,10.5855,13.20895,5.29275,7.038943
317.8,5.296146,4.054499,10.59229,13.21476,5.296125,7.040175
318,5.299459,4.053235,10.59892,13.21504,5.299459,7.041224
318.2,5.302813,4.05341,10.60552,13.21662,5.302792,7.041589
318.4,5.306104,4.052496,10.61227,13.22047,5.306125,7.041875
318.6,5.309417,4.052051,10.61892,13.22238,5.309437,7.042336
318.8,5.312792,4.052448,10.6255,13.22288,5.312771,7.042519
319,5.316146,4.052401,10.63227,13.22685,5.316125,7.043544
319.2,5.319458,4.051288,10.6389,13.22955,5.319479,7.044744
319.4,5.322813,4.051375,10.64554,13.23106,5.322792,7.045054
319.6,5.326125,4.050541,10.65227,13.23334,5.326125,7.045579
319.8,5.329437,4.049762,10.65894,13.23699,5.329458,7.046572
320,5.332792,4.049722,10.66556,13.23793,5.33275,7.046231
320.2,5.336146,4.050001,10.67223,13.23807,5.336104,7.047001
320.4,5.339479,4.04946,10.67892,13.24364,5.339479,7.04867
320.6,5.342813,4.049166,10.68554,13.24483,5.342792,7.049632
320.8,5.346125,4.048594,10.69221,13.24624,5.346125,7.049839
321,5.349417,4.047465,10.69892,13.25095,5.349458,7.050371
321.2,5.352771,4.047743,10.70556,13.25276,5.352771,7.050522
321.4,5.356125,4.048451,10.71219,13.25269,5.356104,7.051245
321.6,5.359458,4.047497,10.71894,13.25862,5.359479,7.052485
321.8,5.362792,4.047243,10.7256,13.25897,5.362792,7.053351
322,5.366125,4.047108,10.73221,13.25956,5.366125,7.05351
322.2,5.369437,4.046464,10.73894,13.26409,5.369458,7.054424
322.4,5.372771,4.045892,10.7456,13.26525,5.372771,7.054321
322.6,5.376125,4.046098,10.75217,13.26531,5.376104,7.05421
322.8,5.379458,4.045749,10.75894,13.2706,5.379458,7.055386
323,5.382792,4.045081,10.76558,13.27132,5.382813,7.056395
323.2,5.386125,4.044827,10.77221,13.27318,5.386125,7.056284
323.4,5.389438,4.043945,10.77896,13.27676,5.389458,7.0568
323.6,5.392771,4.043198,10.7856,13.27891,5.392792,7.05688
323.8,5.396125,4.043611,10.79217,13.28005,5.396104,7.057071
324,5.399479,4.044127,10.79892,13.28259,5.399458,7.058056
324.2,5.402792,4.042864,10.80558,13.28607,5.402812,7.059153
324.4,5.406125,4.042331,10.81219,13.28691,5.406125,7.059431
324.6,5.409438,4.041759,10.8189,13.28964,5.409458,7.059789
324.8,5.412771,4.041576,10.82558,13.29284,5.412792,7.059995
325,5.416125,4.041584,10.83221,13.29447,5.416104,7.059988
325.2,5.419479,4.041632,10.83892,13.29645,5.419437,7.060329
325.4,5.422791,4.040885,10.8456,13.30043,5.422812,7.06199
